Id;SharkSpeciesId;AttackedPersonId;CountryId;DateTime;Type;Area;Location;Activity;Injury;AttackSeverenity;Investigator
144;1;142;199;1993/09/03 8:00:00;Unprovoked;Costa Blanca;Playa de las Arenas, Valencia;Swimming;Thigh bitten, toes of left foot severed;NonFatal;Orlando Sentinel, 9/5/1993, p. A.22 citing El Pais newspaper

145;16;143;;1993/08/19 7:05:00;Unprovoked;Hawaii;Paukukalo, Maui;Surfing, paddling seawards;Abrasions & board bitten;NonFatal;"G. Balazs; T. Allen, p.117; Hawaii Department of Land and Natural Resources"

146;1;144;;1993/08/12 14:00:00;Unprovoked;California;Abalone Point, Westport Union Landing, Mendocino County;Free diving for abalone (ascending);Severe bites to head & shoulder;NonFatal;"R. Collier, pp.140-142;  Orlando Sentinel, 10/2/1992, p.A3"

147;5;145;;1993/07/30 15:00:00;Unprovoked;Eastern Cape Province;Pollock Beach, Port Elizabeth;Surfing;Puncture wounds on chest;NonFatal;A. Gifford, GSAF

148;13;146;17;1993/06/05 10:55:00;Unprovoked;Tasmania;Tenth Island (King Island);Scuba diving at seal colony;FATAL;Fatal;"Telegraph Mirror (Sydney), June 7, 1993; H. Edwards, p.156; C. Black pp. 167-169"

149;5;147;;1993/06/01 0:00:00;Unprovoked;North Carolina;Hamstead, Pender County;Swimming;No injury, bumped by shark;NonFatal;C. Creswell

150;11;148;198;1993/05/01 0:00:00;Unprovoked;Banaadir Region;Arroyo Beach, Mogadishu;Swimming;FATAL;Fatal;"A. MacCormick, pp.3-4;  Orlando Sentinel, 112/1/1993, p.A9"

151;12;149;32;1993/03/27 0:00:00;Unprovoked;Pernambuco;Paiva;Surfing;Survived;NonFatal;JCOnline

152;17;150;17;1992/10/15 0:00:00;Unprovoked;New South Wales;Avalon Beach;Scuba diving;Minor injury while delivering pup of female shark caught in a net;NonFatal;Orlando Sentinel, 10/15/1992, p.A3

153;6;151;32;1992/10/11 0:00:00;Unprovoked;Maranhão;Praia de São Marcus, Sáo Luiz;Boogie boarding;Legs bitten;NonFatal;M. Szpilman

154;19;152;;1992/09/01 0:00:00;Unprovoked;Florida;St Lucie County;Surf fishing;Foot bitten, 8 stitches needed to repair the wound;NonFatal;Fort Pierce Tribune, 11/24/1992 & 11/30/1992

155;11;153;;1992/08/18 17:00:00;Unprovoked;California;Klamath River, Del Norte County;Surfing;No injury, board bitten;NonFatal;R. Collier, pp.132-133

156;13;154;138;1992/05/01 0:00:00;Unprovoked;Mexico / Caribbean Sea;Isla Mujeres;Scuba diving & filming;Fingers, hand & arm bitten;NonFatal;T. Allen, p.238

157;19;155;91;1992/03/08 15:20:00;Unprovoked;Ehime Prefecture;Matsuyama;Hookah diving for pen shells;FATAL, body not recovered;Fatal;"K. Nakaya; Orlando Sentinel, 3/20/1992, p.A10 & 6/18/1992, p. A3"

158;9;156;91;1992/03/08 10:15:00;Boating;Ehime Prefecture;Nagahama-cho, 40 km southwest of Matsuyama;Fishing for yellowtail, Seriola quinqueradiata;No injury to boat or occupant;NonFatal;K. Nakaya

159;2;157;;1992/02/19 0:00:00;Unprovoked;Hawaii;Leftovers, near Waimea Bay, O'ahu;Body boarding;FATAL Disappeared. His board washed ashore next morning with crescent-shaped piece missing and serrated toothmarks of a shark;Fatal;"J. Borg, pp.80-81; L. Taylor (1993), pp.112-113. Note: Hawaii Department of Land and Natural Resources lists date as 2/1/1992"

160;1;158;17;1991/11/01 0:00:00;Unprovoked;Western Australia;Backbeach, Halls Head;Boogie boarding;Calf scratched & chunk bitten from board;NonFatal;A. Sharpe, pp.135-136

161;4;159;;1991/10/12 8:30:00;Unprovoked;Florida;Melbourne Beach, Brevard County;Surfing;Right foot & ankle lacerated;NonFatal;Orlando Sentinel, 10/13/1991

162;11;160;;1991/10/05 7:30:00;Unprovoked;California;Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County;Surfing;Arm, shoulder & back bitten;NonFatal;"R. Collier, pp.126-128 ; Orlando Sentinel, 10/6/1991, p.A8 & 10/10/ 1991, p.A8"

163;5;161;;1991/07/01 9:30:00;Unprovoked;California;8.5 miles south of Ano Nuevo State Reserve, Davenport County;Surfing;Forearm, upper thigh, knee & ankle lacerated;NonFatal;"R. Collier, pp.124-126 ; San Jose Mercury, 7/4/1991; Orlando Sentinel, 7/4/1991, p.A21; 10/6/1991, p.A22"

164;1;162;;1991/06/28 0:00:00;Unprovoked;Kowloon Peninsula;Sai Kung;Fishing;FATAL, right arm severed;Fatal;A. MacCormick, pp.103-104 & 235

165;1;163;17;1991/01/19 8:10:00;Unprovoked;Queensland;Mermaid Waters;Swimming;Hands, legs & buttocks lacerated;NonFatal;Sunday Mail, 1/20/1991, p.1

166;5;164;;1990/10/12 12:30:00;Unprovoked;Florida;Stuart Beach, Martin County;Surfing;Superficial injuries to left foot & ankle;NonFatal;S.L. Jackson, Palm Beach Post, 10/13/1990

167;20;165;;1990/08/19 0:00:00;Unprovoked;Texas;Mustang Island, Nueces County;Surfing;Minor cuts to foot;NonFatal;Dallas Morning News, 8//22/1990

168;13;166;;1990/08/19 13:30:00;Unprovoked;Texas;Near Port Aransas, Nueces County;Wade fishing;Minor injury;NonFatal;Dallas Morning News, 8//22/1990

169;10;167;;1990/05/13 0:00:00;Provoked;KwaZulu-Natal;Protea Reef;Fishing;No injury to occupants, hooked shark freed itself, then rammed stern of boat PROVOKED INCIDENT;NonFatal;G. Charter, GSAF

170;11;168;17;1990/05/10 0:00:00;Unprovoked;Queensland;Outer Barrier Reef near Port Douglas;Snorkeling;Lacerations;NonFatal;Courier-Mail, 5/11/1990, p.1

171;7;169;;1990/04/14 14:00:00;Unprovoked;Eastern Cape Province;Cape Recife;Lying on surfboard & paddling;Leg bitten;NonFatal;M. Smale

172;17;170;17;1990/04/07 0:00:00;Unprovoked;Queensland;Fingal Beach;Surfing;No injury, board broken in two;NonFatal;Herald, 4/10/1990, p.4

173;11;171;;1990/04/01 7:30:00;Unprovoked;Hawaii;Silver (Silva) Channels, Waialua, O'ahu;Sitting on surfboard;Ankle lacerated, lower left leg severely abraded;NonFatal;"J. Borg, p.79; L. Taylor (1993), pp.110-111"

174;9;172;;1990/02/17 21:30:00;Unprovoked;Hawaii;Mokapu, Kane'ohe Marine Air Corps Station, O'ahu;Scuba diving & spearfishing;Right arm severed  FATAL;Fatal;"J. Borg, pp.78-79; L. Taylor (1993) pp.110-111"

175;6;173;;1990/01/01 0:00:00;Unprovoked;Florida;Pensacola, Escambia County;Surfing;;NonFatal;

176;13;174;17;1989/11/02 0:00:00;Unprovoked;Queensland;Mermaid Waters;Swimming in canal;Left ankle broken & lacerated;NonFatal;Courier-Mail, 11/7/1989, p.3

177;4;175;17;1989/10/29 0:00:00;Unprovoked;Northern Territory;Edith Falls;Swimming;Puncture marks to right calf;NonFatal;Sunday Mail, 10/29/1989

178;19;176;;1989/10/14 16:30:00;Unknown;Hawaii;Kahe Point, O'ahu;Scuba diving;Disappeared 15 minutes into shallow dive. Decapitated body minus arm found by divers the following morning, then shark appeared and consumed most of remains;Fatal;"Washington Post, 10/17/1989, J. Borg, pp.77-78; L. Taylor (1993), pp.108-109"

179;17;177;;1989/09/17 14:30:00;Unprovoked;Western Cape Province;Smitswinkel, False Bay;Free diving;Chest lacerated;NonFatal;G.v.Niekerk,  C. Walker, M.Levine, GSAF

180;1;178;;1989/09/09 0:00:00;Unprovoked;North Carolina;Salvo, Dare County;Surfing;Non-fatal;NonFatal;C. Creswell, GSAF

181;9;179;;1989/07/20 10:35:00;Unprovoked;Eastern Cape Province;Jeffreys Bay;Surfing;Torso bitten;NonFatal;"E. Razzano & R. Joseph; M. Levine, GSAF"

182;1;180;;1989/07/14 0:00:00;Unprovoked;Florida;Cocoa Beach, Brevard County;Surfing;5-inch gash on left leg;NonFatal;Orlando Sentinel, 7/17/1989

183;20;181;;1989/04/12 10:45:00;Unprovoked;Washington;Pacific Beach, Grays Harbor County;Surfing (lying prone on his board);Forearm bitten;NonFatal;"R. Collier, p.110; J. McCosker & R.N. Lea"

184;1;182;38;1988/12/15 0:00:00;Unprovoked;Valpariso Province;Valpariso;Skindiving;FATAL;Fatal;J.  McCosker & A. Engana

185;6;183;;1988/10/14 0:00:00;Unprovoked;Florida;Boca Raton, Palm Beach County;Surfing;Lacerations to left thigh;NonFatal;Boca Raton News, 10/15/1988

186;15;184;;1988/10/10 18:30:00;Unprovoked;Florida;Playalinda, Brevard County;Surfing;Hand lacerated;NonFatal;G. Taylor, Orlando Sentinel, 10/12/1988, p.D3

187;8;185;;1988/09/28 0:00:00;Unprovoked;Florida;New Smyrna Beach, Volusia County;Surfing;Lacerations to foot;NonFatal;News-Journal, 9/29/1988

188;13;186;89;1988/08/22 0:00:00;Unprovoked;Manfredonia;Ippocampo;;Survived;NonFatal;C. Moore, GSAF

189;15;187;18;1988/07/17 0:00:00;Unprovoked;;;Diving;Right palm lacerated;NonFatal;E. Pace, FSAF

190;1;188;;1988/07/11 10:30:00;Unprovoked;Florida;Jensen Beach, Martin County;Swimming;Punctures & deep scratches to foot & buttock;NonFatal;Miami Herald,  7/12/1988, p.1B

191;11;189;;1988/06/16 9:45:00;Unprovoked;Western Cape Province;Sculphoek;Spearfishing;Left arm lacerated;NonFatal;W.v.Rensberg, M. Levine, GSAF

192;17;190;176;1988/04/28 17:30:00;Unprovoked;Saint-Louis;Embouchure de l'étang du Gol;pêcheur de bichiques;FATAL;Fatal;G. Van Grevelynghe

193;16;191;;1988/04/24 0:00:00;Unprovoked;California;North of Morro Rock, San Luis Obispo County;Surfing;No Injury;NonFatal;"J. McCosker & R.N. Lea; R. Collier, p.102"

194;19;192;;1988/04/15 0:00:00;Unknown;Hawaii;Waihe'e, Maui;Onboard 21' powerboat that capsized in rough seas;Human remains, believed to be those of Mr. Goo, washed ashore along the Waihee shore several days later;Fatal;"J. Borg, p.76; L. Taylor (1993), pp.106-107"

195;6;193;;1988/04/10 0:00:00;Unknown;KwaZulu-Natal;La Lucia;;Arm washed ashore. scratch marks on the humerus indicated it had been bitten by a shark, but cause of death could not be determined.;Fatal;"G. Charter, NSB; M. Levine, GSAF"

196;13;194;;1988/02/14 17:00:00;Unprovoked;Eastern Cape Province;Nahoon;Surfing;Ankle bitten;NonFatal;M. Schaeffer, M. Levine, GSAF

197;9;195;17;1988/01/01 0:00:00;Unprovoked;New South Wales;Sydney;Surfing;Hand bitten;NonFatal;Star Pulse, 7/8/2010

198;9;;171;1987/12/20 0:00:00;Unprovoked;Mindoro;Off Manila;Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker;"25 people survived; 300 shark-mutilated bodies were recovered";Fatal;BBC

199;13;196;;1987/11/21 0:00:00;Unprovoked;Florida;North of Jupiter Inlet, Palm Beach County;Surfing;Leg lacerated;NonFatal;St. Petersburg Times, 11/25/1987, p.2B

200;1;197;17;1987/09/18 0:00:00;Unprovoked;South Australia;Merino Rocks, Adelaide;Scuba Diving for scallops;FATAL;Fatal;"A. Sharpe, p.127; J. West, ASAF"

201;14;198;;1918/11/01 0:00:00;Unprovoked;Hawaii;Papaikou plantation;Fishing;FATAL;Fatal;Ogden Examiner, 12/15/1918

202;11;199;145;1917/11/01 0:00:00;Unprovoked;Maputo Province;Off Inhaca Island;Wreck of the tug Magellan;FATAL;Fatal;C.J. McGuinness

203;12;;86;1917/07/15 0:00:00;Unprovoked;Off Ireland;82 miles from Fastnet;Ship Mariston torpedoed & sunk;FATAL, only 1 survivor;Fatal;Western Mail,  11/9/1917

204;1;200;114;1917/05/05 0:00:00;Unprovoked;;;Diving for pearls;Torso bitten;NonFatal;Denton Journal, 5/5/1917

205;11;201;;2016/10/11 0:00:00;Provoked;Florida;Sewell’s Point, near Palm Beach;Fishing, attempted to take a netted shark;FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT;Fatal;"V.M. Coppleson (1958), p.251; R.F. Hutton; NY Times, 10/12/1916, p.8"

206;5;202;;2016/07/01 17:00:00;Unprovoked;New Jersey;Beach Haven, Ocean County;Swimming;FATAL, left leg bitten;Fatal;R. Fernicola, GSAF

207;3;203;;2016/06/30 0:00:00;Unprovoked;New Jersey;Atlantic City, Atlantic County;Swimming;Heel bitten;NonFatal;C. Phinizy

208;13;204;17;2015/12/09 0:00:00;Unprovoked;Torres Strait;Thursday Island;Diving;Arm severed, lacerations to thigh;NonFatal;Big Piney Examiner, 12/9/1915

209;20;205;;2001/01/01 0:00:00;Unknown;Florida;Soldier Key, Miami-Dade County;;Fatal, drowning or scavenging;NonFatal;Fishing Gazette 1915, Vol. 32, No. 10, p.296

210;11;206;;2014/07/09 0:00:00;Provoked;Louisiana;New Orleans;Fishing;PROVOKED INCIDENT    Legs severed by shark entangled in his net;NonFatal;Lima Daily News, 7/9/1914

211;6;207;143;2014/06/13 7:00:00;Boating;Adriatic Sea;Between St. Stjepan and Budva;Fishing boat;No injury, shark bit paddle and stern of boat;NonFatal;C. Moore, GSAF

212;17;208;17;2014/06/10 0:00:00;Unprovoked;Victoria;Sandringham;Bathing;FATAL;Fatal;Evening Post, 6/11/1914

213;1;209;;2014/05/14 0:00:00;Provoked;Florida;Boca Ciega Bay, Pinellas County;Fishing;PROVOKED INCIDENT Lacerations to right hand by hooked shark;NonFatal;Evening Independent, 5/14/1914, p.1

214;9;210;17;2014/02/09 0:00:00;Unprovoked;South Australia;Marion Bay;Wading;Lacerations to foot;NonFatal;The Advertiser, 2/10/1914

215;1;211;112;2013/09/03 0:00:00;Provoked;Istria County;Pula;;Badly bitten by a shark dragged onboard PROVOKED INCIDENT;NonFatal;C.Moore, GSAF

216;13;;;2013/08/27 0:00:00;Unknown;New Jersey;Lavalette, Ocean County;;Man's leg recovered from 800-lb shark;NonFatal;Trenton Evening Times, 8/27/1913

217;14;212;;2012/08/30 0:00:00;Unprovoked;Georgia;Tybee Island, Chatham County;Swimming;FATAL;Fatal;Atlanta Constitution, 8/31/1912, p.5

218;19;213;17;2012/02/22 0:00:00;Provoked;Western Australia;Bunbury;Hard hat diving;No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT;NonFatal;Western Argus, 2/27/1912

219;8;214;17;2012/01/26 15:00:00;Unprovoked;New South Wales;Fig Tree Bridge, Lane Cove River, near Sydney;Swimming;FATAL;Fatal;"Argus (Melbourne) 1/27, 28, 29, 30/1912; G.P. Whitley, p.260; V.M. Coppleson (1962), p.245;  A. Sharpe, p.88"

220;1;215;;2011/05/09 0:00:00;Unprovoked;Western Cape Province;Victoria Bay;Bathing;FATAL, partial remains recovered;Fatal;"Cape Mercantile Advertiser, 5/16/1911; M. Levine, GSAF"

221;19;216;;2011/05/01 0:00:00;Provoked;Texas;Rockport, Aransas County;Fishing;Bitten on left leg by hooked shark PROVOKED INCIDENT;NonFatal;Daily Advocate, 5/1/1911

222;1;217;;2011/05/01 0:00:00;Unprovoked;Western Cape Province;Victoria Bay;Swimming;FATAL;Fatal;Cape Mercantile Advertiser, 5/2/1911, M. Levine, GSAF

223;7;218;;2001/01/01 0:00:00;Unprovoked;North Island;Manukau Harbor, 6 miles south of Auckland;Fishing;FATAL;Fatal;H.C. Chapman

224;17;219;138;2010/06/25 0:00:00;Unprovoked;;LaBarra;Swimming;Leg bitten;NonFatal;Indiana Evening Gazette, 9/25/1910

225;16;;145;2010/06/08 0:00:00;Unprovoked;Zambesi River;Portuguese territory;Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore;FATAL, 3 passengers & 14 crew taken by sharks, captain, 1 passenger & 2 crew survived;Fatal;D. Davies

226;15;220;;2010/03/01 0:00:00;Unknown;Hawaii;Pearl Harbor, O'ahu;Hard hat diving, laying some charge of powder;No injury;NonFatal;"The Sun, 4/3/1910; Authenticity questioned by G.H. Balazs in J. Borg, p.70"

227;18;;82;2001/01/01 0:00:00;Unprovoked;30 nm from Singapore;Rhio Strait;The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Onda’s boats;FATAL, 101 people perished, including commander, Joseph Couailhac. Iit was reported that a “shoal of sharks circled  passengers in the water and dragged scores of people to their deaths” Of the 61 survivors, many were injured by sharks;Fatal;The Sun, 7/13/1913

228;5;221;;2009/08/13 0:00:00;Unprovoked;Florida;Pensacola Bay, Escambia County;Fell overboard from fishing schooner Halycon;FATAL;Fatal;Laurel Ledger, 8/19/1909

229;5;222;226;2009/04/09 0:00:00;Unprovoked;Sfax;;Diving (Helmet) for sponges;FATAL;Fatal;"C. Moore, GSAF; Petit Paisien, 4/15/1909"

230;1;223;;2009/03/06 0:00:00;Unprovoked;South Atlantic Ocean;Possession Island;Wreck of the 1308-ton Norwegian ship Auckland;FATAL;Fatal;L. Green, GSAF

231;1;224;;2008/09/05 0:00:00;Unprovoked;California;Redondo, Los Angeles County;On fishing boat & trailing hand in the water;Lacerations to fingers;NonFatal;Los Angeles Times, 9/6/1908, p.I6

232;5;225;199;2008/08/28 0:00:00;Unprovoked;Galicia;Cape Finisterre;Fell overboard from P&O steamship Arabia;FATAL;Fatal;Poverty Bay Herald, 10/14/1908

233;6;226;39;2007/10/16 0:00:00;Unprovoked;Hong Kong;Sharp Peak, Sai Kung Peninsula, New Territories;Fishing;2 of the 5 fishermen were so seriously injured they died of their wounds;Fatal;Dawson Daily News, 11/20/1907

234;19;227;130;2007/03/07 0:00:00;Unprovoked;Harare Province;Marsaskala;Fishing;FATAL,            Fell overboard and were killed by shark;Fatal;A. De Maddalena, citing Mojetta, et.al

235;16;228;171;2007/02/09 0:00:00;Unprovoked;Luzon Island;Manila Bay;Row boat (from the gunboat Elcano) was sinking, put finger in hole;Finger severed;NonFatal;"Souix Vally News, 4/4/1907; V.M. Coppleson (1958), p.264"

236;17;229;90;2006/11/16 0:00:00;Unprovoked;Westmoreland Parish;Cabaritta River mouth;Fishing;Leg bitten;NonFatal;The Gleaner (Jamaica), 11/20/1906

237;19;230;;2006/10/10 0:00:00;Unprovoked;Hawaii;;;Buttock bitten;NonFatal;Washington Post, 10/10/1906

238;9;231;;2006/10/10 0:00:00;Unprovoked;Hawaii;;Swimming;FATAL;Fatal;Washington Post, 10/10/1906

239;3;232;;2006/10/10 0:00:00;Unprovoked;Hawaii;;Swimming;FATAL;Fatal;Washington Post, 10/10/1906

240;1;233;82;2006/09/27 0:00:00;Unprovoked;Java;Lorok Bay;Swimming;Thumb & index finger of left hand severed;NonFatal;Atlanta Constitution, 9/27/1906

241;4;234;;2006/09/01 0:00:00;Provoked;California;Avalon, Los Angeles County;Fishing;"PROVOKED INCIDENT        No injury; shirt torn by gaffed shark";NonFatal;L.A.Times, 10/1/1906

242;11;235;92;2006/08/20 0:00:00;Unprovoked;Aden;;Diving around anchored liner;Leg severed. Injury originally thought due to boat's propeller;NonFatal;S. Samuels

243;2;236;;2006/02/14 0:00:00;Unknown;North Island;Mototapu Island;Swimming;FATAL, but shark involvement prior to death was not determined;Fatal;Otago Witness, 2/14/11906

244;17;237;113;2004/09/01 0:00:00;Unprovoked;Havana Province;Havana Harbor;Lost his footing & fell overboard;FATAL, left leg severed below knee, right leg severed above knee by a second shark;Fatal;Washington Post 7/19/1905

245;1;238;17;2004/02/07 0:00:00;Unprovoked;Queensland;Brisbane;Swimming after his hat;FATAL;Fatal;Grey River Argus, 2/26/1904

246;5;239;171;2004/01/01 0:00:00;Unprovoked;Quezon;Tayabas;Bathing;Left arm bitten;NonFatal;N.Y. Sun, 3/19/1911

247;13;240;;2001/01/01 0:00:00;Unprovoked;Hawaii;Koko Head, south side of O'ahu Island;Fishing;FATAL, remains (foot) recovered from shark 2 days later;Fatal;Captain W. Young,  51-52

248;5;241;2;2002/06/01 0:00:00;Unprovoked;Mediterranean Sea;Tzortzou Reef, Marsa Matruh;Sponge diving;Bitten on hand and thigh;NonFatal;M. Bardanis

249;10;242;;2002/01/19 0:00:00;Unknown;KwaZulu-Natal;Durban;;Possible drowning & scavenging. Remains were recovered from a 15' shark's gut;Fatal;M. Levine, GSAF

250;11;243;247;2001/09/23 0:00:00;Unprovoked;Southern Cyprus;Larnaca;Swimming;FATAL, bitten on arms, chest & legs;Fatal;Bardanis citing Embros, 9/23/1901

251;16;244;92;2001/06/29 0:00:00;Unknown;Aden;;Diving around anchored liner;;NonFatal;The Graphic, 6/29/1901

252;5;245;17;2001/01/30 0:00:00;Unprovoked;Queensland;Brisbane;Bathing;Thigh bitten, FATAL;Fatal;Otago Witness, 2/6/1901

253;18;246;;2001/01/01 0:00:00;Unprovoked;Florida;Indian River Inlet / Fort Pierce Inlet;Bathing;Abdomen bitten;NonFatal;"W.H. Gregg; L. Schultz & M. Malin, p.533"

254;9;247;;2000/09/05 0:00:00;Unprovoked;Hawaii;Waikiki Beach, Oahu;Floating;"Bathing suit torn & ""imprints of the shark's teeth on his body""";NonFatal;Honolulu Republican, 9/6/1900

255;11;248;;2001/01/01 0:00:00;Provoked;Connecticut;Bridgeport, Fairfield County;;No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT;NonFatal;Times, 8/1/1900

256;17;249;120;1999/10/12 0:00:00;Unprovoked;Mediterranean Sea;Off Bengasi;Diving;Lacerations to head;NonFatal;Iowa Daily Press, 10/12/1899

257;7;250;;1999/08/23 0:00:00;Provoked;California;Monterey Bay, Monterey County;Hunting sharks;FATAL, Drowned or crushed when harpooned shark smashed their boat PROVOKED INCIDENT;Fatal;Mexia Evening Ledger, 8/23/1899

258;19;251;18;1999/07/08 0:00:00;Unprovoked;;;Fell overboard;FATAL;Fatal;Mataura Ensign, 7/8/1899

259;18;252;89;1999/06/07 0:00:00;Provoked;Calabria;Bagnara Calabra;Fishing;Multiple injuries from boated shark PROVOKED INCIDENT;NonFatal;C. Moore. GSAF

260;1;253;17;1998/12/28 0:00:00;Unprovoked;Queensland;The Narrows;Fell oveboard;FATAL;Fatal;Brisbane Courier, 12/28/1898

261;8;254;;1998/09/19 0:00:00;Unprovoked;;;Diving;Lacerations to hand from shark trapped inside diving bell.;NonFatal;Lincoln Evening News & Daily Call, 9/19/1898

262;1;255;;2001/01/01 0:00:00;Unprovoked;Florida;a creek near Jacksonville, Duval County;;Lacerations;NonFatal;W. H. Gregg

263;17;256;138;1997/10/15 0:00:00;Unknown;Vera Cruz;Vera Cruz Harbor;Diving;Minor injuries;NonFatal;NY Times, 11/11/1897
